,modo_envio,numero_chamadas_cliente,avaliacao_cliente,custo_produto,compras_anteriores,prioridade_produto,genero,desconto,peso_gramas,entregue_no_prazo,corredor_armazem_A,corredor_armazem_B,corredor_armazem_C,corredor_armazem_D,corredor_armazem_F,performance_prioridade_envio_Atraso Crítico,performance_prioridade_envio_Atraso Problemático,performance_prioridade_envio_Atraso Tolerável,performance_prioridade_envio_Não Houve Atraso,performance_modo_envio_Atraso Crítico na Entrega Por Aviao,performance_modo_envio_Atraso Crítico na Entrega Por Caminhao,performance_modo_envio_Atraso Crítico na Entrega Por Navio,performance_modo_envio_Atraso Problemático na Entrega Por Aviao,performance_modo_envio_Atraso Problemático na Entrega Por Caminhao,performance_modo_envio_Atraso Problemático na Entrega Por Navio,performance_modo_envio_Atraso Tolerável na Entrega Por Aviao,performance_modo_envio_Atraso Tolerável na Entrega Por Caminhao,performance_modo_envio_Atraso Tolerável na Entrega Por Navio,performance_modo_envio_Não Houve Atraso,faixa_desconto_Desconto Abaixo da Media,faixa_desconto_Desconto Acima da Media,performance_faixa_desconto_Atraso na Entrega com Desconto Abaixo da Media,performance_faixa_desconto_Entrega no Prazo com Desconto Abaixo da Media,performance_faixa_desconto_Entrega no Prazo com Desconto Acima da Media
10,1,-0.9305271096738114,0.7158108389574873,0.43457943925233644,-1.135605124767058,2,1,-0.035223621989795194,0.27567567567567564,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
11,1,-0.057347773731440184,1.4239040408372658,0.6355140186915887,-0.35970184795536136,2,0,1.2988867297446895,0.32899926953981007,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
12,1,-0.9305271096738114,1.4239040408372658,0.47663551401869153,-0.35970184795536136,2,0,-0.7689843154437618,0.3894813732651571,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
13,1,-0.057347773731440184,0.7158108389574873,0.836448598130841,-0.35970184795536136,0,1,1.0987701769845168,0.23389335281227172,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
14,1,-0.057347773731440184,0.007717637077708872,0.26168224299065423,-0.35970184795536136,1,1,2.032647423198656,0.0011687363038714316,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
15,1,-0.057347773731440184,0.007717637077708872,0.6121495327102803,-0.35970184795536136,1,0,2.1660584583721048,0.24923301680058438,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
16,1,-0.9305271096738114,0.7158108389574873,0.21962616822429903,-1.135605124767058,2,0,-0.4354567275101406,0.02819576333089846,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,0,0.815831562210931,1.4239040408372658,0.6121495327102803,-0.35970184795536136,2,1,1.5657088000915864,0.4311176040905771,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
18,0,0.815831562210931,1.4239040408372658,0.6682242990654205,-0.35970184795536136,0,1,0.3650094835305502,0.21826150474799125,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
19,0,-0.057347773731440184,1.4239040408372658,0.2289719626168224,-0.35970184795536136,2,1,2.1660584583721048,0.00847333820306792,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
20,0,-0.9305271096738114,0.007717637077708872,0.3037383177570093,-1.135605124767058,2,0,1.699119835265035,0.07596785975164352,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
21,0,-0.9305271096738114,-1.408468766681848,0.6355140186915887,0.4162014288563354,2,0,2.56629156389245,0.2772826880934989,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
22,0,-1.8037064456161827,1.4239040408372658,0.28037383177570097,-1.135605124767058,1,1,-0.7022787978570375,0.10942293644996345,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
23,0,-0.057347773731440184,0.007717637077708872,0.5373831775700935,-0.35970184795536136,0,1,-0.035223621989795194,0.4267348429510591,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
24,0,-0.057347773731440184,1.4239040408372658,0.7242990654205607,-1.135605124767058,2,0,1.0320646593977925,0.37399561723886043,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
25,0,-0.9305271096738114,-1.408468766681848,0.602803738317757,0.4162014288563354,1,1,1.0987701769845168,0.3644996347699051,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
26,0,-0.057347773731440184,-1.408468766681848,0.3551401869158879,-0.35970184795536136,0,0,0.7652425890508956,0.009495982468955444,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
27,0,0.815831562210931,-1.408468766681848,0.30841121495327106,-0.35970184795536136,2,1,1.2321812121579652,0.06340394448502557,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
28,0,-1.8037064456161827,0.007717637077708872,0.6448598130841122,0.4162014288563354,1,1,2.0993529407853804,0.3116143170197224,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
29,0,0.815831562210931,0.7158108389574873,0.40654205607476634,-1.135605124767058,1,0,1.5657088000915864,0.41168736303871445,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
30,0,-0.9305271096738114,0.7158108389574873,0.7943925233644858,-1.135605124767058,2,0,1.699119835265035,0.254200146092038,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
31,0,0.815831562210931,0.007717637077708872,0.7523364485981309,-1.135605124767058,1,0,3.2333467397596927,0.34185536888239587,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
32,0,-0.9305271096738114,-1.408468766681848,0.5934579439252335,-0.35970184795536136,1,0,0.6318315538774472,0.4081811541271001,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
33,0,-0.057347773731440184,-0.7003755648020696,0.6448598130841122,-0.35970184795536136,2,1,-0.5688677626835891,0.33016800584368156,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
34,0,-0.057347773731440184,-0.7003755648020696,0.6121495327102803,0.4162014288563354,2,0,0.6318315538774472,0.21314828341855366,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
35,0,0.815831562210931,0.7158108389574873,0.24766355140186913,-0.35970184795536136,2,0,2.0993529407853804,0.11833455076698321,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
37,0,-1.8037064456161827,0.7158108389574873,0.397196261682243,1.9680079824797287,2,0,0.23159844835710175,0.3804236669101534,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
38,0,0.815831562210931,-1.408468766681848,0.5560747663551401,0.4162014288563354,1,0,2.899819151826071,0.4242512783053324,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
39,0,-0.057347773731440184,-0.7003755648020696,0.8084112149532711,1.192104705668032,1,0,2.1660584583721048,0.2018991964937911,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
40,0,0.815831562210931,-1.408468766681848,0.6121495327102803,-1.135605124767058,1,1,0.1648929307703775,0.40861943024105185,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
41,0,0.815831562210931,1.4239040408372658,0.2009345794392523,0.4162014288563354,2,1,3.2333467397596927,0.03856829802775749,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
42,0,-0.9305271096738114,1.4239040408372658,0.19158878504672894,-1.135605124767058,2,1,1.699119835265035,0.0943754565376187,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
43,0,-0.9305271096738114,-1.408468766681848,0.36448598130841126,-1.135605124767058,1,1,2.0993529407853804,0.08108108108108109,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
44,0,-0.9305271096738114,-1.408468766681848,0.2570093457943925,-1.135605124767058,1,1,1.0987701769845168,0.047772096420745064,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
45,0,0.815831562210931,-1.408468766681848,0.5327102803738317,-0.35970184795536136,1,0,-0.2353401747499679,0.2838568298027757,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
46,0,-0.9305271096738114,0.7158108389574873,0.3411214953271028,0.4162014288563354,2,0,1.2988867297446895,0.035646457268078885,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
47,0,0.815831562210931,-1.408468766681848,0.2990654205607477,-1.135605124767058,1,1,1.2988867297446895,0.08400292184075966,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
48,0,0.815831562210931,0.7158108389574873,0.4392523364485982,-1.135605124767058,2,1,-0.2353401747499679,0.402045288531775,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
49,0,0.815831562210931,0.007717637077708872,0.5607476635514018,-0.35970184795536136,1,0,1.8325308704384833,0.16727538349159968,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
50,0,-0.057347773731440184,-1.408468766681848,0.40654205607476634,-0.35970184795536136,1,1,1.6324143176783106,0.152081811541271,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
51,0,-0.057347773731440184,0.7158108389574873,0.21028037383177567,-0.35970184795536136,1,1,0.6318315538774472,0.10723155588020453,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
52,0,-0.057347773731440184,0.007717637077708872,0.32242990654205606,-0.35970184795536136,1,0,2.0993529407853804,0.04660336011687363,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
53,0,-1.8037064456161827,-1.408468766681848,0.3457943925233645,-0.35970184795536136,1,1,1.8992363880252077,0.01855368882395908,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
54,0,-0.057347773731440184,0.007717637077708872,0.5,-0.35970184795536136,0,1,-0.035223621989795194,0.37078159240321407,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
55,0,-1.8037064456161827,1.4239040408372658,0.7009345794392524,1.192104705668032,1,1,2.232763975958829,0.2097881665449233,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
56,0,-0.9305271096738114,0.007717637077708872,0.663551401869159,-0.35970184795536136,1,0,3.2333467397596927,0.3060628195763331,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
57,0,-0.9305271096738114,0.007717637077708872,0.4532710280373832,-0.35970184795536136,2,0,1.0987701769845168,0.358217677136596,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
58,0,0.815831562210931,1.4239040408372658,0.21028037383177567,-0.35970184795536136,0,1,1.8992363880252077,0.05346968590211834,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
59,0,-0.057347773731440184,-1.408468766681848,0.25233644859813087,-0.35970184795536136,0,0,0.29830396594382597,0.13469685902118336,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
61,0,-0.9305271096738114,0.007717637077708872,0.3878504672897196,-0.35970184795536136,2,1,2.6329970814791746,0.02293644996347699,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
63,0,-0.9305271096738114,-1.408468766681848,0.37850467289719625,-0.35970184795536136,2,1,3.2333467397596927,0.12841490138787434,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
64,0,-0.057347773731440184,1.4239040408372658,0.7710280373831776,-1.135605124767058,0,1,2.432880528719002,0.2986121256391526,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
65,0,-0.9305271096738114,-0.7003755648020696,0.49532710280373826,-0.35970184795536136,1,1,2.432880528719002,0.27465303140978814,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
66,0,-0.9305271096738114,-0.7003755648020696,0.06074766355140193,-0.35970184795536136,2,0,0.1648929307703775,0.10357925493060627,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
67,0,-0.9305271096738114,0.007717637077708872,0.28971962616822433,-0.35970184795536136,1,0,-0.4354567275101406,0.12812271731190647,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
68,0,-0.057347773731440184,-0.7003755648020696,0.630841121495327,0.4162014288563354,2,0,-0.4354567275101406,0.22074506939371805,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
69,0,-0.9305271096738114,1.4239040408372658,0.514018691588785,-0.35970184795536136,2,1,1.7658253528517591,0.28166544923301684,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
70,0,0.815831562210931,-1.408468766681848,0.4252336448598131,0.4162014288563354,0,1,0.09818741318365327,0.4160701241782323,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
71,0,0.815831562210931,1.4239040408372658,0.6261682242990655,-1.135605124767058,1,0,-0.7022787978570375,0.17940102264426586,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
72,0,0.815831562210931,1.4239040408372658,0.6355140186915887,-0.35970184795536136,2,0,1.3655922473314137,0.2917457998539079,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
73,0,-0.057347773731440184,1.4239040408372658,0.5560747663551401,-0.35970184795536136,2,0,0.5651260362907229,0.4357925493060628,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
74,0,1.6890108981533023,-1.408468766681848,0.663551401869159,1.9680079824797287,1,0,0.03148189559692904,0.21051862673484292,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
75,0,-0.057347773731440184,-1.408468766681848,0.7943925233644858,-0.35970184795536136,1,0,0.6985370714641714,0.4052593133674215,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
76,0,-1.8037064456161827,0.007717637077708872,0.28971962616822433,-1.135605124767058,2,0,1.5657088000915864,0.1149744338933528,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
77,0,-0.9305271096738114,0.007717637077708872,0.07943925233644866,-0.35970184795536136,1,0,2.032647423198656,0.07552958363769174,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
78,0,-0.9305271096738114,0.7158108389574873,0.5934579439252335,-0.35970184795536136,1,1,0.3650094835305502,0.4321402483564646,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
79,0,-0.9305271096738114,1.4239040408372658,0.7523364485981309,-1.135605124767058,2,0,2.899819151826071,0.39590942293644993,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
80,0,-0.9305271096738114,0.7158108389574873,0.39252336448598135,-1.135605124767058,2,0,2.432880528719002,0.13747260774287798,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
81,0,-1.8037064456161827,1.4239040408372658,0.16822429906542058,-0.35970184795536136,1,1,0.3650094835305502,0.11073776479181882,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
82,0,-0.057347773731440184,0.7158108389574873,0.5654205607476636,-0.35970184795536136,0,0,0.898653624224344,0.2737764791818845,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
83,0,0.815831562210931,1.4239040408372658,0.30841121495327106,-0.35970184795536136,0,0,1.2321812121579652,0.053031409788166534,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
84,0,-0.057347773731440184,1.4239040408372658,0.4719626168224299,-1.135605124767058,2,0,1.8325308704384833,0.24967129291453613,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
85,0,-0.9305271096738114,0.7158108389574873,0.4719626168224299,-0.35970184795536136,2,1,0.03148189559692904,0.16756756756756755,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
86,0,-0.057347773731440184,-1.408468766681848,0.4158878504672897,-1.135605124767058,1,1,2.0993529407853804,0.2788897005113221,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
87,0,1.6890108981533023,-0.7003755648020696,0.850467289719626,-0.35970184795536136,2,0,-0.6355732802703133,0.2882395909422937,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
88,0,-0.9305271096738114,0.007717637077708872,0.6214953271028038,-0.35970184795536136,1,1,2.432880528719002,0.19547114682249814,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
89,0,-0.057347773731440184,-1.408468766681848,0.42056074766355145,0.4162014288563354,2,0,2.9665246694127956,0.42059897735573415,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
90,0,0.815831562210931,0.007717637077708872,0.36448598130841126,1.9680079824797287,0,0,1.8992363880252077,0.012271731190650115,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
91,0,0.815831562210931,1.4239040408372658,0.8878504672897195,-0.35970184795536136,1,0,0.3650094835305502,0.3158509861212564,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
92,0,-0.057347773731440184,0.7158108389574873,0.3691588785046729,-1.135605124767058,2,0,-0.36875120992341637,0.027319211102994873,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
93,0,-0.9305271096738114,0.007717637077708872,0.5747663551401868,-0.35970184795536136,2,0,0.29830396594382597,0.3485756026296567,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
94,0,-0.057347773731440184,-1.408468766681848,0.5467289719626168,0.4162014288563354,0,0,1.4990032825048623,0.19605551497443388,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
95,0,-1.8037064456161827,0.007717637077708872,0.6495327102803737,-0.35970184795536136,1,1,2.9665246694127956,0.15091307523739958,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
96,0,-0.9305271096738114,0.007717637077708872,0.24766355140186913,-1.135605124767058,2,1,0.3650094835305502,0.03272461650840028,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
97,0,-0.057347773731440184,-1.408468766681848,0.8177570093457943,-1.135605124767058,2,0,-0.30204569233669215,0.20452885317750183,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
98,0,-0.9305271096738114,1.4239040408372658,0.22429906542056077,0.4162014288563354,2,1,-0.5021622450968648,0.015047479912344786,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
99,0,-0.057347773731440184,-0.7003755648020696,0.2289719626168224,-1.135605124767058,2,1,0.5651260362907229,0.08999269539810079,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
100,0,0.815831562210931,0.007717637077708872,0.21962616822429903,-1.135605124767058,2,1,3.099935704586244,0.12213294375456538,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
101,0,0.815831562210931,1.4239040408372658,0.6121495327102803,0.4162014288563354,1,1,2.6997025990658985,0.2371073776479182,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
102,0,-1.8037064456161827,-1.408468766681848,0.5467289719626168,-0.35970184795536136,1,1,1.0987701769845168,0.25288531775018264,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
103,0,0.815831562210931,-1.408468766681848,0.22429906542056077,0.4162014288563354,1,1,1.6324143176783106,0.09598246895544194,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
104,0,-0.9305271096738114,0.007717637077708872,0.5700934579439253,-0.35970184795536136,1,1,-0.6355732802703133,0.18319941563184808,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
105,0,-0.057347773731440184,-0.7003755648020696,0.22429906542056077,-0.35970184795536136,2,1,3.099935704586244,0.08575602629656684,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
106,0,-0.9305271096738114,-1.408468766681848,0.663551401869159,-0.35970184795536136,1,1,0.29830396594382597,0.2371073776479182,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
107,0,-0.057347773731440184,1.4239040408372658,0.5607476635514018,-0.35970184795536136,0,1,0.898653624224344,0.1536888239590942,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
108,0,-0.057347773731440184,1.4239040408372658,0.663551401869159,-0.35970184795536136,0,0,2.8331136342393473,0.3295836376917458,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
109,0,-0.057347773731440184,-1.408468766681848,0.21028037383177567,-0.35970184795536136,2,1,2.299469493545553,0.03637691745799854,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
110,2,-0.9305271096738114,-1.408468766681848,0.28971962616822433,-1.135605124767058,1,1,-0.7022787978570375,0.04134404674945216,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
112,2,-0.057347773731440184,0.007717637077708872,0.3691588785046729,-1.135605124767058,1,1,0.8319481066376199,0.11906501095690283,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
113,2,-0.9305271096738114,-0.7003755648020696,0.7803738317757009,-0.35970184795536136,1,1,1.8992363880252077,0.2653031409788167,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
114,2,-0.9305271096738114,1.4239040408372658,0.33644859813084116,-1.135605124767058,0,1,2.499586046305726,0.08984660336011688,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
115,2,-0.9305271096738114,0.7158108389574873,0.3738317757009346,-0.35970184795536136,0,1,1.5657088000915864,0.11365960555149743,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
